actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.2465746402740479
0.0,3.033911943435669
0.0,4.842029094696045
0.0,6.625366687774658
0.0,8.38487720489502
0.0,9.987188339233398
0.0,11.527871131896973
0.0,13.054060935974121
0.0,14.476787567138672
0.0,15.844794273376465
0.0,17.160184860229492
0.0,18.380220413208008
0.0,19.55333137512207
0.0,20.726085662841797
0.0,21.853734970092773
0.0,22.938011169433594
0.0,23.980587005615234
0.0,25.072589874267578
0.0,26.033063888549805
0.0,26.867074966430664
0.0,27.669008255004883
0.0,29.269329071044922
0.0,30.02362823486328
0.0,30.70415687561035
0.0,31.313745498657227
0.0,31.855127334594727
0.0,32.37568664550781
0.0,32.831459045410156
0.0,33.26970291137695
0.0,33.64632797241211
0.0,33.96370315551758
0.0,34.26887130737305
0.0,34.56230163574219
0.0,34.88920974731445
0.0,35.20354461669922
0.0,35.50579071044922
0.0,35.75164794921875
0.0,36.032814025878906
0.0,36.303165435791016
0.0,36.813072204589844
0.0,37.28451156616211
0.0,37.46195602416992
0.0,37.63257598876953
0.0,37.90962219238281
0.0,38.01826477050781
0.0,38.16748809814453
0.0,38.266212463378906
0.0,38.31637954711914
0.0,38.3646125793457
0.0,38.276702880859375
0.0,38.10264587402344
0.0,37.89052200317383
0.0,37.68655776977539
0.0,37.445674896240234
0.0,37.21405792236328
0.0,36.94658660888672
0.0,36.64463806152344
0.0,36.35430145263672
0.0,36.16465759277344
0.0,35.892784118652344
0.0,35.58660125732422
0.0,35.247432708740234
0.0,34.96607208251953
0.0,34.60601043701172
0.0,34.259796142578125
0.0,33.92689895629883
0.0,33.60680389404297
0.0,33.209495544433594
0.0,32.872230529785156
0.0,32.236114501953125
0.0,31.846759796142578
0.0,31.472381591796875
0.0,31.112401962280273
0.0,30.17003631591797
0.0,29.681095123291016
0.0,29.166196823120117
0.0,28.67110252380371
0.0,28.150285720825195
0.0,27.604738235473633
0.0,27.080171585083008
0.0,26.575780868530273
0.0,26.04602813720703
0.0,25.447124481201172
0.0,24.826494216918945
0.0,24.319257736206055
0.0,23.876293182373047
0.0,23.405601501464844
0.0,22.953014373779297
0.0,22.517833709716797
0.0,22.099390029907227
0.0,21.741806030273438
0.0,21.397974014282227
0.0,21.067365646362305
0.0,20.659950256347656
0.0,20.268205642700195
0.0,19.802000045776367
0.0,19.264198303222656
0.0,18.747081756591797
0.0,18.29461669921875
0.0,17.904319763183594
0.0,17.529033660888672
0.0,17.21294403076172
0.0,16.909011840820312
0.0,16.7062931060791
0.0,16.466611862182617
0.0,16.236148834228516
0.0,15.969785690307617
0.0,15.668904304504395
0.0,15.379595756530762
0.0,15.10141372680664
0.0,14.878694534301758
0.0,14.48548698425293
0.0,13.838826179504395
0.0,13.217036247253418
0.0,12.484874725341797
0.0,11.825636863708496
0.0,11.281277656555176
0.0,10.757855415344238
0.0,10.25456428527832
0.0,9.5468168258667
0.0,8.821527481079102
0.0,8.124133110046387
0.0,7.408798694610596
0.0,6.676217079162598
0.0,5.9270477294921875
0.0,5.206693172454834
0.0,4.603567600250244
0.0,3.978879451751709
0.0,3.4229774475097656
0.0,2.9332199096679688
0.0,2.462299108505249
0.0,2.009490728378296
0.0,1.6188616752624512
0.0,1.288020372390747
0.0,0.9291562438011169
0.0,0.8160153031349182
0.0,0.8741572499275208
0.0,1.019586205482483
0.0,1.2041852474212646
0.0,1.9517812728881836
0.0,2.413867712020874
0.0,2.9029452800750732
0.0,3.417975425720215
0.0,3.957960605621338
0.0,4.521940231323242
0.0,5.153751850128174
0.0,6.029840469360352
0.0,7.816517353057861
0.0,8.858769416809082
0.0,9.950462341308594
0.0,11.000166893005371
0.0,13.245141983032227
0.0,14.34717845916748
0.0,15.451592445373535
0.0,16.603055953979492
0.0,17.799758911132812
0.0,19.0847225189209
0.0,20.32026481628418
0.0,21.508285522460938
0.0,22.695375442504883
0.0,24.934343338012695
0.0,25.94489860534668
0.0,27.806140899658203
0.0,28.661479949951172
0.0,30.274728775024414
0.0,31.079885482788086
0.0,31.854074478149414
0.0,33.40207290649414
0.0,34.08694839477539
0.0,34.790245056152344
0.0,35.51125717163086
0.0,36.204532623291016
0.0,36.96067428588867
0.0,38.43159103393555
0.0,39.14683532714844
0.0,40.3632926940918
0.0,40.869956970214844
0.0,41.401893615722656
0.0,41.91337585449219
0.0,42.405181884765625
0.0,42.96759796142578
0.0,43.55314254760742
0.0,44.02664566040039
0.0,44.39241027832031
0.0,45.037513732910156
0.0,45.27486801147461
0.0,45.458335876464844
0.0,45.67950439453125
0.0,45.89216995239258
0.0,46.05189514160156
0.0,46.11595153808594
0.0,46.17754364013672
0.0,46.19200134277344
0.0,45.78025436401367
0.0,45.54141616821289
0.0,44.91361618041992
0.0,44.529056549072266
0.0,44.20404815673828
0.0,43.84678268432617
0.0,43.50325393676758
0.0,43.128177642822266
0.0,42.76752471923828
0.0,42.46550750732422
0.0,42.175106048583984
0.0,41.85110855102539
0.0,40.93013000488281
0.0,40.34067916870117
0.0,39.68437576293945
0.0,38.874263763427734
0.0,36.903846740722656
0.0,0.0
0.0,33.26918411254883
0.0,31.855308532714844
0.0,30.451053619384766
0.0,28.96651840209961
0.0,25.72580337524414
0.0,24.10966682434082
0.0,22.421403884887695
0.0,20.75330924987793
0.0,19.059844970703125
0.0,17.34198760986328
0.0,15.690201759338379
0.0,14.101945877075195
0.0,12.530016899108887
0.0,9.389599800109863
0.0,7.954151153564453
0.0,6.618675708770752
0.0,5.379324913024902
0.0,3.1743602752685547
0.0,1.617808222770691
0.0,1.0184298753738403
0.0,0.19784323871135712
0.0,0.011183511465787888
0.0,0.0
0.0,0.05682501196861267
0.0,0.18893009424209595
0.0,0.4502410292625427
0.0,0.8357921838760376
0.0,1.430328369140625
0.0,2.1810481548309326
0.0,3.17147159576416
0.0,4.347615718841553
0.0,5.6575775146484375
0.0,7.096207141876221
0.0,8.613795280456543
0.0,10.162537574768066
0.0,11.741240501403809
0.0,13.348750114440918
0.0,16.556278228759766
0.0,18.0681209564209
0.0,19.521818161010742
0.0,20.87483787536621
0.0,22.086292266845703
0.0,23.206390380859375
0.0,24.2386417388916
0.0,25.18642807006836
0.0,26.053003311157227
0.0,26.796720504760742
0.0,27.46706771850586
0.0,28.111635208129883
0.0,28.776172637939453
0.0,29.764421463012695
0.0,30.231101989746094
0.0,30.769359588623047
0.0,31.286914825439453
0.0,31.73979949951172
0.0,32.1305046081543
0.0,32.50617980957031
0.0,32.91217041015625
0.0,33.81047439575195
0.0,34.85966110229492
0.0,35.354190826416016
0.0,35.82969665527344
0.0,36.33167266845703
0.0,36.8143424987793
0.0,37.323211669921875
0.0,38.15042495727539
0.0,38.51838302612305
0.0,38.872188568115234
0.0,39.21238708496094
0.0,39.449974060058594
0.0,39.58889389038086
0.0,39.63294982910156
0.0,39.67531204223633
0.0,39.58175277709961
0.0,39.491790771484375
0.0,39.315765380859375
0.0,39.056983947753906
0.0,38.80815505981445
0.0,38.52413558959961
0.0,38.29580307006836
0.0,38.07625198364258
0.0,37.48654556274414
0.0,37.20859146118164
0.0,36.94132995605469
0.0,36.68434524536133
0.0,36.25819396972656
0.0,35.7589111328125
0.0,34.28693771362305
0.0,33.37107849121094
0.0,32.35615158081055
0.0,31.2459774017334
0.0,30.044208526611328
0.0,28.754371643066406
0.0,27.424619674682617
0.0,26.10124969482422
0.0,24.64972686767578
0.0,21.5590763092041
0.0,19.96891212463379
0.0,18.395143508911133
0.0,16.747615814208984
0.0,15.118690490722656
0.0,13.507655143737793
0.0,11.869056701660156
0.0,8.556412696838379
0.0,6.884432315826416
0.0,5.231995582580566
0.0,3.687877655029297
0.0,2.20314884185791
0.0,0.7755249738693237
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8216444849967957
0.0,2.0434069633483887
0.0,3.307701587677002
0.0,4.657660484313965
0.0,6.08998441696167
0.0,7.556746006011963
0.0,9.011857986450195
0.0,10.455766677856445
0.0,11.933664321899414
0.0,13.444246292114258
0.0,14.941493034362793
0.0,16.381153106689453
0.0,17.810205459594727
0.0,19.22905731201172
0.0,20.548574447631836
0.0,21.817340850830078
0.0,23.082073211669922
0.0,24.342924118041992
0.0,25.51051902770996
0.0,26.588441848754883
0.0,27.62490463256836
0.0,29.62281608581543
0.0,30.587337493896484
0.0,31.425233840942383
0.0,32.27566909790039
0.0,33.09339141845703
0.0,33.87966537475586
0.0,34.59093475341797
0.0,35.319610595703125
0.0,35.97549819946289
0.0,37.2556037902832
0.0,37.747501373291016
0.0,38.220481872558594
0.0,38.80438995361328
0.0,39.01290512084961
0.0,39.12387466430664
0.0,39.32010269165039
0.0,39.464019775390625
0.0,39.60240173339844
0.0,39.601173400878906
0.0,39.68951416015625
0.0,39.8192253112793
0.0,39.85441970825195
0.0,39.84349822998047
0.0,39.83300018310547
0.0,39.77813720703125
0.0,39.72538757324219
0.0,39.67466735839844
0.0,39.58113098144531
0.0,39.446434020996094
0.0,39.27214813232422
0.0,39.10456848144531
0.0,38.8986701965332
0.0,38.65593338012695
0.0,38.37776565551758
0.0,38.02077102661133
0.0,37.63274383544922
0.0,37.304405212402344
0.0,36.94392776489258
0.0,36.597320556640625
0.0,36.2640380859375
0.0,35.8988151550293
0.0,35.50288009643555
0.0,35.07740783691406
0.0,34.48924255371094
0.0,33.83417892456055
0.0,33.20431137084961
0.0,32.50914001464844
0.0,30.80027961730957
0.0,29.839468002319336
0.0,28.736560821533203
0.0,27.586544036865234
0.0,26.346473693847656
0.0,25.0645694732666
0.0,23.742443084716797
0.0,22.381643295288086
0.0,20.98365592956543
0.0,19.50514793395996
0.0,17.90445327758789
0.0,16.27579689025879
0.0,14.620259284973145
0.0,12.983631134033203
0.0,11.409951210021973
0.0,9.896797180175781
0.0,8.397077560424805
0.0,6.999803066253662
0.0,4.364411354064941
0.0,3.122239589691162
0.0,1.8830798864364624
0.0,0.7363438606262207
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.7748420238494873
0.0,1.7745866775512695
0.0,2.7806432247161865
0.0,3.882296085357666
0.0,5.031100749969482
0.0,6.180484294891357
0.0,7.375187873840332
0.0,8.568704605102539
0.0,9.761080741882324
0.0,10.90759563446045
0.0,12.054778099060059
0.0,13.157837867736816
0.0,14.218472480773926
0.0,15.238313674926758
0.0,16.174165725708008
0.0,17.896230697631836
0.0,19.572734832763672
0.0,20.20758819580078
0.0,20.77326011657715
0.0,21.317176818847656
0.0,21.840171813964844
0.0,22.343053817749023
0.0,23.291534423828125
0.0,23.73859214782715
0.0,24.16845703125
0.0,24.581789016723633
0.0,25.02398681640625
0.0,25.449176788330078
0.0,25.76848602294922
0.0,26.03075408935547
0.0,26.148645401000977
0.0,26.21723747253418
0.0,26.32795524597168
0.0,26.389652252197266
0.0,26.314687728881836
0.0,26.197843551635742
0.0,26.04073143005371
0.0,25.6101131439209
0.0,25.341318130493164
0.0,25.038097381591797
0.0,24.7017765045166
0.0,23.802303314208984
0.0,23.289697647094727
0.0,22.841567993164062
0.0,22.500202178955078
0.0,22.171964645385742
0.0,21.67730140686035
0.0,21.067373275756836
0.0,20.391380310058594
0.0,19.696622848510742
0.0,19.028587341308594
0.0,18.341482162475586
0.0,17.63603973388672
0.0,16.86820411682129
0.0,16.08513641357422
0.0,15.242663383483887
0.0,14.343066215515137
0.0,12.512053489685059
0.0,11.448902130126953
0.0,10.381877899169922
0.0,9.3558931350708
0.0,8.324604988098145
0.0,6.291693687438965
0.0,5.33349609375
0.0,4.3673930168151855
0.0,2.50046706199646
0.0,1.419508695602417
0.0,0.33536583185195923
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.011809349991381168
0.0,1.2199556827545166
0.0,2.426398515701294
0.0,3.6759626865386963
0.0,5.0117573738098145
0.0,6.296175479888916
0.0,7.7102437019348145
0.0,9.159451484680176
0.0,10.597683906555176
0.0,11.980599403381348
0.0,13.355090141296387
0.0,14.721474647521973
0.0,17.386411666870117
0.0,18.732036590576172
0.0,20.070669174194336
0.0,21.4025821685791
0.0,23.826887130737305
0.0,25.014328002929688
0.0,26.245620727539062
0.0,27.519084930419922
184.16587829589844,28.743568420410156
0.0,31.142589569091797
0.0,32.2724723815918
0.0,33.3588981628418
0.0,35.49580383300781
0.0,36.50301742553711
0.0,38.40271759033203
0.0,39.20860290527344
0.0,39.89396286010742
0.0,40.508201599121094
0.0,41.666717529296875
0.0,42.21277618408203
0.0,42.737831115722656
0.0,43.683372497558594
0.0,44.06233596801758
0.0,44.471492767333984
0.0,44.86491012573242
0.0,45.24319839477539
0.0,45.78598403930664
0.0,46.30789566040039
0.0,46.80973434448242
0.0,47.24750518798828
184.16580200195312,47.847496032714844
187.57603454589844,48.46916580200195
0.0,48.9774055480957
0.0,49.42133331298828
0.0,49.80342483520508
0.0,50.215579986572266
0.0,50.65665054321289
0.0,51.08075714111328
0.0,51.44378662109375
0.0,51.74808883666992
0.0,52.08544921875
0.0,52.40983963012695
0.0,52.63222122192383
0.0,52.84605407714844
0.0,53.051658630371094
0.0,53.15983581542969
0.0,53.219085693359375
0.0,53.19826889038086
0.0,53.1665153503418
0.0,53.04645538330078
0.0,52.841487884521484
0.0,52.32233428955078
0.0,52.10045623779297
0.0,51.797584533691406
0.0,51.46159744262695
0.0,51.13853454589844
0.0,50.35360336303711
0.0,49.9836311340332
0.0,49.583126068115234
0.0,49.19802474975586
0.0,48.87249755859375
0.0,48.258522033691406
0.0,47.92436599731445
0.0,47.42668533325195
0.0,47.009586334228516
0.0,46.72346496582031
0.0,46.4483528137207
0.0,46.18381881713867
0.0,45.88469314575195
0.0,45.32052230834961
0.0,45.054603576660156
0.0,44.754146575927734
0.0,44.33095932006836
0.0,43.92404556274414
0.0,43.48802185058594
0.0,43.06877136230469
0.0,42.66564178466797
0.0,42.27802276611328
0.0,41.90530776977539
0.0,41.54692840576172
0.0,41.202335357666016
0.0,40.826229095458984
0.0,40.07209777832031
0.0,39.64993667602539
0.0,39.24401092529297
0.0,38.808937072753906
0.0,38.390594482421875
0.0,37.98834228515625
0.0,37.64632797241211
0.0,37.317466735839844
0.0,37.001251220703125
0.0,36.78672790527344
0.0,36.58045196533203
0.0,36.38211441040039
0.0,36.191402435302734
0.0,35.963260650634766
0.0,35.743896484375
0.0,35.53296661376953
0.0,35.33015060424805
0.0,35.179901123046875
0.0,35.03542709350586
0.0,34.94127655029297
0.0,34.895503997802734
0.0,34.85149383544922
0.0,34.7644157409668
0.0,34.8205451965332
0.0,34.86894607543945
0.0,34.87071990966797
0.0,34.8724250793457
0.0,34.875640869140625
0.0,34.92192077636719
0.0,35.01118469238281
0.0,35.097015380859375
0.0,35.09001922607422
0.0,35.083290100097656
0.0,35.076820373535156
0.0,35.07059860229492
0.0,35.01985168457031
0.0,34.881534576416016
0.0,34.70377731323242
0.0,34.53285217285156
0.0,34.36850357055664
0.0,34.16571044921875
0.0,33.97071838378906
0.0,33.470375061035156
0.0,33.16783905029297
0.0,32.832176208496094
0.0,32.0665168762207
0.0,31.40338134765625
0.0,31.090818405151367
0.0,30.7902774810791
0.0,30.50129508972168
0.0,30.04405403137207
0.0,29.873300552368164
0.0,29.664350509643555
0.0,29.463436126708984
0.0,29.27025032043457
0.0,29.12925910949707
0.0,28.993688583374023
0.0,28.65018653869629
0.0,28.577802658081055
0.0,28.552967071533203
0.0,28.529085159301758
0.0,28.41659927368164
0.0,28.263675689697266
0.0,28.16139793395996
0.0,28.018291473388672
0.0,27.880687713623047
0.0,27.708959579467773
0.0,27.62801742553711
0.0,27.550188064575195
0.0,27.475351333618164
0.0,27.422000885009766
0.0,27.352096557617188
0.0,27.240116119384766
0.0,27.221965789794922
0.0,27.23077392578125
0.0,27.07869529724121
0.0,26.932466506958008
0.0,26.747098922729492
0.0,26.568859100341797
0.0,26.144880294799805
0.0,25.945039749145508
0.0,25.752885818481445
0.0,25.56812286376953
0.0,25.219642639160156
0.0,25.055387496948242
0.0,24.942214965820312
0.0,24.878158569335938
0.0,24.77180290222168
0.0,24.669536590576172
0.0,24.52644157409668
0.0,24.38884925842285
0.0,24.301311492919922
0.0,24.21714210510254
0.0,24.091445922851562
0.0,23.59096336364746
0.0,23.310298919677734
0.0,23.04043197631836
0.0,22.73617935180664
0.0,22.029762268066406
0.0,21.674856185913086
0.0,21.093273162841797
0.0,20.555566787719727
0.0,20.302122116088867
0.0,20.058425903320312
0.0,19.82410430908203
0.0,19.598793029785156
0.0,19.337385177612305
0.0,19.086030960083008
0.0,18.844343185424805
0.0,18.61195182800293
0.0,18.388500213623047
0.0,18.21840476989746
0.0,18.054851531982422
0.0,17.8975887298584
0.0,17.468408584594727
0.0,17.24417495727539
0.0,16.98380470275879
0.0,16.643922805786133
0.0,16.22758674621582
0.0,15.782498359680176
0.0,15.399292945861816
0.0,15.075590133666992
0.0,14.764337539672852
0.0,14.309853553771973
0.0,14.16234302520752
0.0,13.97574234008789
0.0,13.796318054199219
0.0,13.623794555664062
0.0,13.4131441116333
0.0,13.165831565856934
0.0,12.972794532775879
0.0,12.787181854248047
0.0,12.608707427978516
0.0,12.48186206817627
0.0,12.404658317565918
0.0,12.171239852905273
0.0,11.97169303894043
0.0,11.779820442199707
0.0,11.595328330993652
0.0,11.373167991638184
0.0,11.114789009094238
0.0,10.821587562561035
0.0,10.311620712280273
0.0,10.004547119140625
0.0,9.664520263671875
0.0,8.935392379760742
0.0,8.54695987701416
0.0,7.859102725982666
0.0,7.556829452514648
0.0,7.2661824226379395
0.0,6.986713886260986
0.0,6.673230171203613
0.0,6.03720760345459
0.0,5.670716762542725
0.0,5.318321704864502
0.0,4.521109580993652
0.0,4.078643321990967
0.0,3.608431339263916
0.0,3.1115407943725586
0.0,2.306927442550659
0.0,1.6938645839691162
0.0,1.3601384162902832
0.0,0.9944844245910645
0.0,0.6876575350761414
0.0,0.43739527463912964
0.0,0.24152199923992157
0.0,0.0979420393705368
0.0,0.09417503327131271
0.0,0.2248435765504837
0.0,0.3504863977432251
0.0,0.337006151676178
0.0,0.3240443766117096
0.0,0.35634469985961914
0.0,0.3874026834964752
0.0,0.4172661304473877
0.0,0.445980966091156
0.0,0.5631185173988342
0.0,0.6757507920265198
0.0,0.8288107514381409
0.0,1.3826342821121216
0.0,1.7770838737487793
0.0,2.2011258602142334
0.0,2.698385715484619
0.0,3.266047239303589
0.0,3.9013988971710205
0.0,4.5123138427734375
0.0,5.099732398986816
0.0,5.664557456970215
0.0,6.207658767700195
0.0,6.72987174987793
0.0,7.231999397277832
0.0,7.759577751159668
0.0,8.266864776611328
0.0,8.709877014160156
0.0,9.09109115600586
0.0,9.457643508911133
0.0,9.810096740722656
0.0,10.148994445800781
0.0,10.430093765258789
0.0,10.745145797729492
0.0,11.048080444335938
0.0,11.339363098144531
0.0,12.286449432373047
0.0,12.888203620910645
0.0,14.288307189941406
0.0,15.036880493164062
0.0,15.801426887512207
0.0,17.376001358032227
0.0,18.050580978393555
0.0,18.609691619873047
0.0,19.102535247802734
0.0,19.531658172607422
0.0,19.944278717041016
0.0,20.385791778564453
0.0,20.631269454956055
0.0,20.777782440185547
0.0,20.8738956451416
0.0,21.011075973510742
0.0,21.187744140625
0.0,21.447141647338867
0.0,21.74132537841797
0.0,22.06895637512207
0.0,22.42875099182129
0.0,22.774707794189453
0.0,23.382450103759766
0.0,23.691726684570312
0.0,24.033870697021484
0.0,24.67918586730957
0.0,24.938587188720703
0.0,25.143247604370117
0.0,25.572298049926758
0.0,25.752586364746094
0.0,25.970701217651367
0.0,26.180429458618164
0.0,26.382089614868164
0.0,26.486467361450195
0.0,26.497303009033203
0.0,26.462963104248047
0.0,26.340415954589844
0.0,26.222583770751953
0.0,26.15404510498047
0.0,26.088144302368164
0.0,25.980012893676758
0.0,25.920804977416992
0.0,25.819110870361328
0.0,25.631799697875977
0.0,25.406930923461914
0.0,25.101186752319336
0.0,24.672910690307617
0.0,24.216344833374023
0.0,23.732574462890625
0.0,23.2226505279541
0.0,22.687576293945312
0.0,22.17308235168457
0.0,21.63361167907715
0.0,21.15965461730957
0.0,20.219242095947266
0.0,19.66539192199707
0.0,19.04332160949707
0.0,18.31088638305664
0.0,16.709068298339844
0.0,15.887362480163574
0.0,15.052495956420898
0.0,14.249739646911621
0.0,13.477858543395996
0.0,12.601375579833984
0.0,11.669078826904297
0.0,10.772640228271484
0.0,9.347002983093262
0.0,8.718925476074219
0.0,8.24929141998291
0.0,7.797720432281494
0.0,6.98905611038208
0.0,6.585955619812012
0.0,6.19835901260376
0.0,5.82567024230957
0.0,5.422555446624756
0.0,4.945418357849121
0.0,4.441868782043457
0.0,3.95768666267395
0.0,3.492126941680908
0.0,2.9997098445892334
0.0,2.436708450317383
0.0,1.895361065864563
0.0,1.374834656715393
0.0,0.9638518691062927
0.0,0.10089391469955444
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
